Wall time,Step,Value
1774154290.8967326,4096,-0.006553600076586008
1774154291.8222337,6144,-0.004455315414816141
1774154293.2586887,8192,-0.010910050012171268
1774154294.8471122,10240,-0.0065751830115914345
1774154296.461709,12288,-0.005528411827981472
1774154298.0198562,14336,-0.00681281229481101
1774154299.613149,16384,-0.005663626827299595
1774154301.2172067,18432,-0.006089417263865471
1774154302.1998768,20480,-0.003994484432041645
1774154303.767147,22528,-0.00423054164275527
1774154305.3536665,24576,-0.0034041646867990494
1774154306.506492,26624,-0.0036965515464544296
1774154307.2045248,28672,-0.0037974147126078606
1774154308.1584456,30720,-0.0026526025030761957
1774154309.799281,32768,-0.005501365754753351
1774154310.7583635,34816,-0.0033419847022742033
1774154311.5334754,36864,-0.0017628544010221958
1774154312.1560338,38912,-0.0019185910932719707
1774154312.9072442,40960,-0.0002488142636138946
1774154313.51249,43008,0.003722033929079771
1774154314.1890228,45056,-0.004718441981822252
1774154314.8923523,47104,-1.0904906048381235e-05
1774154315.8154526,49152,-0.00297212484292686
1774154316.8008728,51200,-0.011307589709758759
1774154317.951305,53248,-0.0070440988056361675
1774154319.5339055,55296,-0.007602054160088301
1774154320.5773475,57344,-0.0014656997518613935
1774154321.7006922,59392,-0.007505262736231089
1774154322.3402176,61440,-0.0038151287008076906
1774154322.8815198,63488,-0.0014333511935546994
1774154323.6910782,65536,-0.0020941919647157192
1774154324.3710582,67584,-0.0059839943423867226
1774154324.9933703,69632,-0.00011761884525185451
1774154325.9370685,71680,-0.003633941989392042
1774154326.5958397,73728,-7.645018195034936e-05
1774154327.3568344,75776,-0.005800236016511917
1774154328.352559,77824,-0.005376124754548073
1774154329.0828238,79872,-0.0001693708181846887
1774154329.823365,81920,-0.0009243607055395842
1774154330.8563702,83968,-0.008124913088977337
1774154331.4424012,86016,-0.0012407067697495222
1774154332.1593904,88064,4.118887954973616e-05
1774154332.7264588,90112,0.01137833297252655
1774154333.340618,92160,-0.0025728666223585606
1774154334.098533,94208,-0.002475987421348691
1774154335.0739777,96256,-0.00226220372132957
1774154335.779594,98304,-0.004005856346338987
1774154336.4117978,100352,-0.005134557839483023
1774154337.2581735,102400,-0.008541405200958252
1774154337.7733583,104448,0.0064649456180632114
1774154338.3099892,106496,-0.004192897118628025
1774154339.0433424,108544,-0.00307590514421463
1774154339.6116202,110592,0.003748467890545726
1774154340.2800803,112640,0.0004361755563877523
1774154341.1375477,114688,0.001576435868628323
1774154341.7435343,116736,0.0022730184718966484
1774154342.4433038,118784,0.0012219143100082874
1774154343.0105195,120832,-0.0028996283654123545
1774154343.5896657,122880,0.0013233349891379476
1774154344.491299,124928,-0.005622366908937693
1774154345.325139,126976,-0.0018584983190521598
1774154345.9266086,129024,0.002242452697828412
1774154346.7155938,131072,-0.0053591434843838215
1774154347.3698492,133120,-0.0006162727950140834
1774154348.431151,135168,-0.0037698731757700443
1774154349.0843046,137216,-0.0009218815248459578
1774154349.7715268,139264,-0.0027843117713928223
1774154350.4902117,141312,-0.00324031594209373
1774154351.4145808,143360,-0.005987848155200481
1774154352.1150231,145408,0.0009763148846104741
1774154352.708042,147456,-0.004742749501019716
1774154353.650603,149504,-0.01012323796749115
1774154354.1967702,151552,0.0005253649433143437
1774154354.9931383,153600,-0.0062880488112568855
1774154355.5949683,155648,0.0021313228644430637
1774154356.1375122,157696,-0.0034903096966445446
1774154356.8697531,159744,0.00024354664492420852
1774154357.5020213,161792,-0.0020279239397495985
1774154358.1110523,163840,0.0005501485429704189
1774154359.1143024,165888,-0.004859853535890579
1774154360.080226,167936,-0.0024422169663012028
1774154360.6071918,169984,0.00445776991546154
1774154361.2315075,172032,-0.0028112088330090046
1774154362.0051398,174080,-0.004951088223606348
