2026-03-16 08:39:25,372 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-03-16 08:39:25,417 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-03-16 08:39:25,417 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-03-16 08:39:25,417 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-03-16 08:39:25,425 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-03-16 08:39:25,425 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-03-16 08:39:25,425 INFO  SwAddin.cs: 201 - Setting up command manager
2026-03-16 08:39:25,427 INFO  SwAddin.cs: 204 - Adding command manager
2026-03-16 08:39:25,439 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-03-16 08:39:25,445 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-03-16 08:39:25,445 INFO  SwAddin.cs: 210 - Adding event handlers
2026-03-16 08:39:25,491 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-03-16 08:46:59,525 INFO  SwAddin.cs: 294 - Assembly export called for file full_pendulum_assem
2026-03-16 08:46:59,527 INFO  SwAddin.cs: 299 - Save is required
2026-03-16 08:46:59,527 INFO  SwAddin.cs: 313 - Saving assembly
2026-03-16 08:46:59,997 INFO  SwAddin.cs: 316 - Opening property manager
2026-03-16 08:47:00,014 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from full_pendulum_assem
2026-03-16 08:47:00,020 INFO  ExportHelperExtension.cs: 1136 - Found 48 in full_pendulum_assem
2026-03-16 08:47:00,022 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in full_pendulum_assem
2026-03-16 08:47:00,022 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-03-16 08:47:00,022 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-03-16 08:47:00,024 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cart-1
2026-03-16 08:47:00,024 INFO  ExportHelperExtension.cs: 1136 - Found 33 in cart-1
2026-03-16 08:47:00,024 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cart-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pole-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1136 - Found 27 in pole-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pole-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from worldframe-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1136 - Found 25 in worldframe-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in worldframe-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from full_pendulum_assem
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1136 - Found 48 in full_pendulum_assem
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [RefAxis] in full_pendulum_assem
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cart-1
2026-03-16 08:47:00,026 INFO  ExportHelperExtension.cs: 1136 - Found 33 in cart-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cart-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from pole-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1136 - Found 27 in pole-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in pole-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from worldframe-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1136 - Found 25 in worldframe-1
2026-03-16 08:47:00,034 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in worldframe-1
2026-03-16 08:47:00,430 INFO  SwAddin.cs: 339 - Loading config tree
2026-03-16 08:47:00,446 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
